Início,Término,Bacia,Ativo,Operador,Ambiente,Lâmina d'água,Código (ANP),Objetivo,Sonda,Info
1986-07-17,1986-07-24,Potiguar,,Petrobras,TERRA,0,7CAM7RN,produção,SONDA CONVENCIONAL 85,Sonda Deslocada
1986-07-18,1986-07-22,Potiguar,,Petrobras,TERRA,0,7CAM8RN,produção,SONDA CONVENCIONAL 84,Sonda Deslocada
1986-07-24,1986-07-28,Potiguar,,Petrobras,TERRA,0,7CAM9RN,produção,SONDA CONVENCIONAL 84,Sonda Deslocada
1986-12-12,1986-12-15,Potiguar,,Petrobras,TERRA,0,1SS2RN,exploração,SONDA CONVENCIONAL 84,Sonda Deslocada
1986-01-01,1986-01-03,Potiguar,,Petrobras,TERRA,0,7ET338RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-01-04,1986-01-05,Potiguar,,Petrobras,TERRA,0,7ET339RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-01-06,1986-01-07,Potiguar,,Petrobras,TERRA,0,7ET340RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-01-08,1986-01-09,Potiguar,,Petrobras,TERRA,0,7ET341RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-01-10,1986-01-12,Potiguar,,Petrobras,TERRA,0,7ET342RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-02-28,1986-03-01,Potiguar,,Petrobras,TERRA,0,7ET343RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-03-02,1986-03-03,Potiguar,,Petrobras,TERRA,0,7ET344RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-03-04,1986-03-06,Potiguar,,Petrobras,TERRA,0,7ET345RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-03-08,1986-03-09,Potiguar,,Petrobras,TERRA,0,7ET346RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-03-10,1986-03-11,Potiguar,,Petrobras,TERRA,0,7ET347RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-04-17,1986-04-18,Potiguar,,Petrobras,TERRA,0,7ET348RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-04-22,1986-04-23,Potiguar,,Petrobras,TERRA,0,7ET349RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-04-24,1986-04-25,Potiguar,,Petrobras,TERRA,0,7ET350RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-04-26,1986-04-27,Potiguar,,Petrobras,TERRA,0,7ET351RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-04-28,1986-04-30,Potiguar,,Petrobras,TERRA,0,7ET352RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-04-30,1986-05-02,Potiguar,,Petrobras,TERRA,0,7ET353RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-05-03,1986-05-04,Potiguar,,Petrobras,TERRA,0,7ET354RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-06-03,1986-06-04,Potiguar,,Petrobras,TERRA,0,7ET355RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-06-05,1986-06-07,Potiguar,,Petrobras,TERRA,0,7ET356RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-06-09,1986-06-10,Potiguar,,Petrobras,TERRA,0,7ET357RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-06-11,1986-06-13,Potiguar,,Petrobras,TERRA,0,7ET358RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-06-14,1986-06-16,Potiguar,,Petrobras,TERRA,0,7ET359RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-06-17,1986-06-19,Potiguar,,Petrobras,TERRA,0,7ET360RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-06-20,1986-06-21,Potiguar,,Petrobras,TERRA,0,7ET361RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-06-23,1986-06-24,Potiguar,,Petrobras,TERRA,0,7ET362RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-06-26,1986-06-27,Potiguar,,Petrobras,TERRA,0,7ET363RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-06-28,1986-06-30,Potiguar,,Petrobras,TERRA,0,7ET364RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-07-01,1986-07-02,Potiguar,,Petrobras,TERRA,0,7ET365RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-07-03,1986-07-05,Potiguar,,Petrobras,TERRA,0,7ET366RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-07-06,1986-07-08,Potiguar,,Petrobras,TERRA,0,7ET367RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-07-23,1986-07-26,Potiguar,,Petrobras,TERRA,0,7ET368RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-07-27,1986-07-28,Potiguar,,Petrobras,TERRA,0,7ET369RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-07-29,1986-07-31,Potiguar,,Petrobras,TERRA,0,7ET370RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-08-07,1986-08-08,Potiguar,,Petrobras,TERRA,0,7ET371RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-08-13,1986-08-14,Potiguar,,Petrobras,TERRA,0,7ET372RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-08-15,1986-08-16,Potiguar,,Petrobras,TERRA,0,7ET373RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-08-17,1986-08-18,Potiguar,,Petrobras,TERRA,0,7ET374RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-08-19,1986-08-19,Potiguar,,Petrobras,TERRA,0,7ET375RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-08-21,1986-08-22,Potiguar,,Petrobras,TERRA,0,7ET376RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-08-22,1986-08-23,Potiguar,,Petrobras,TERRA,0,7ET377RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-08-25,1986-08-25,Potiguar,,Petrobras,TERRA,0,7ET378RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-08-26,1986-08-27,Potiguar,,Petrobras,TERRA,0,7ET379RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-08-29,1986-08-30,Potiguar,,Petrobras,TERRA,0,7ET380RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-08-31,1987-02-18,Potiguar,,Petrobras,TERRA,0,7ET381RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-09-10,1986-09-11,Potiguar,,Petrobras,TERRA,0,7ET382RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-09-12,1986-09-13,Potiguar,,Petrobras,TERRA,0,7ET383RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-09-15,1986-09-16,Potiguar,,Petrobras,TERRA,0,7ET384RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-09-17,1986-09-18,Potiguar,,Petrobras,TERRA,0,7ET385RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-09-20,1986-09-20,Potiguar,,Petrobras,TERRA,0,7ET386RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-09-21,1986-09-22,Potiguar,,Petrobras,TERRA,0,7ET387RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-09-24,1986-09-25,Potiguar,,Petrobras,TERRA,0,7ET388RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-09-26,1986-09-27,Potiguar,,Petrobras,TERRA,0,7ET389RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-10-08,1986-10-09,Potiguar,,Petrobras,TERRA,0,7ET390RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-10-11,1986-10-12,Potiguar,,Petrobras,TERRA,0,7ET391RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-10-13,1986-10-14,Potiguar,,Petrobras,TERRA,0,7ET392RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-10-15,1986-10-17,Potiguar,,Petrobras,TERRA,0,7ET393RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-10-30,1986-10-31,Potiguar,,Petrobras,TERRA,0,7ET394RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-11-02,1986-11-03,Potiguar,,Petrobras,TERRA,0,7ET395RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-11-04,1986-11-05,Potiguar,,Petrobras,TERRA,0,7ET396RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-11-07,1986-11-08,Potiguar,,Petrobras,TERRA,0,7ET397RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-11-09,1986-11-11,Potiguar,,Petrobras,TERRA,0,7ET398RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-11-16,1986-11-16,Potiguar,,Petrobras,TERRA,0,7ET399RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-11-24,1986-11-25,Potiguar,,Petrobras,TERRA,0,7ET400RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-12-14,1986-12-15,Potiguar,,Petrobras,TERRA,0,7ET401RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-12-17,1986-12-18,Potiguar,,Petrobras,TERRA,0,7ET402RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-12-19,1986-12-20,Potiguar,,Petrobras,TERRA,0,7ET403RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-02-08,1986-02-10,Potiguar,,Petrobras,TERRA,0,7RP66RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-02-10,1986-02-12,Potiguar,,Petrobras,TERRA,0,7RP67RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-02-13,1986-02-15,Potiguar,,Petrobras,TERRA,0,7RP68RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-02-15,1986-02-17,Potiguar,,Petrobras,TERRA,0,7RP69RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-04-03,1986-04-05,Potiguar,,Petrobras,TERRA,0,7RP70ARN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-02-17,1986-02-17,Potiguar,,Petrobras,TERRA,0,7RP70RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-02-18,1986-02-20,Potiguar,,Petrobras,TERRA,0,7RP71RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-02-21,1986-02-22,Potiguar,,Petrobras,TERRA,0,7RP72RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-02-23,1986-02-25,Potiguar,,Petrobras,TERRA,0,7RP73RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-02-24,1986-02-27,Potiguar,,Petrobras,TERRA,0,7RP74RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-03-13,1986-03-15,Potiguar,,Petrobras,TERRA,0,7RP75RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-03-16,1986-03-17,Potiguar,,Petrobras,TERRA,0,7RP76RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-03-18,1986-03-20,Potiguar,,Petrobras,TERRA,0,7RP77RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-03-21,1986-03-22,Potiguar,,Petrobras,TERRA,0,7RP78RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-03-23,1986-03-25,Potiguar,,Petrobras,TERRA,0,7RP79RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-03-25,1986-03-27,Potiguar,,Petrobras,TERRA,0,7RP80RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-03-28,1986-03-31,Potiguar,,Petrobras,TERRA,0,7RP81RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-04-01,1986-04-03,Potiguar,,Petrobras,TERRA,0,7RP82RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-04-07,1986-04-08,Potiguar,,Petrobras,TERRA,0,7RP83RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-04-09,1986-04-11,Potiguar,,Petrobras,TERRA,0,7RP84RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-04-12,1986-04-14,Potiguar,,Petrobras,TERRA,0,7RP85RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-04-14,1986-04-16,Potiguar,,Petrobras,TERRA,0,7RP86RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-04-19,1986-04-21,Potiguar,,Petrobras,TERRA,0,7RP87RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-09-01,1986-09-02,Potiguar,,Petrobras,TERRA,0,7RP88RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-09-04,1987-01-29,Potiguar,,Petrobras,TERRA,0,7RP89RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-09-04,1987-01-25,Potiguar,,Petrobras,TERRA,0,7RP90RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-09-05,1987-02-04,Potiguar,,Petrobras,TERRA,0,7RP91RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-09-07,1986-09-08,Potiguar,,Petrobras,TERRA,0,7RP92RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-11-12,1986-11-14,Potiguar,,Petrobras,TERRA,0,7RP93RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-12-22,1986-12-23,Potiguar,,Petrobras,TERRA,0,7RP94RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-01-03,1986-01-08,Potiguar,,Petrobras,TERRA,0,7FP139RN,produção,SONDA CONVENCIONAL 86,Sonda Deslocada
1986-01-10,1986-01-13,Potiguar,,Petrobras,TERRA,0,7FP140RN,produção,SONDA CONVENCIONAL 86,Sonda Deslocada
1986-01-15,1986-01-18,Potiguar,,Petrobras,TERRA,0,7FP141RN,produção,SONDA CONVENCIONAL 86,Sonda Deslocada
1986-01-20,1986-01-23,Potiguar,,Petrobras,TERRA,0,7FP142RN,produção,SONDA CONVENCIONAL 86,Sonda Deslocada
1986-01-24,1986-01-27,Potiguar,,Petrobras,TERRA,0,7FP143RN,produção,SONDA CONVENCIONAL 85,Sonda Deslocada
1986-01-24,1986-01-28,Potiguar,,Petrobras,TERRA,0,7FP144RN,produção,SONDA CONVENCIONAL 86,Sonda Deslocada
1986-01-29,1986-02-04,Potiguar,,Petrobras,TERRA,0,7FP145RN,produção,SONDA CONVENCIONAL 85,Sonda Deslocada
1986-01-29,1986-02-04,Potiguar,,Petrobras,TERRA,0,7FP146RN,produção,SONDA CONVENCIONAL 86,Sonda Deslocada
1986-02-05,1986-02-10,Potiguar,,Petrobras,TERRA,0,7FP147RN,produção,SONDA CONVENCIONAL 85,Sonda Deslocada
1986-02-05,1986-02-14,Potiguar,,Petrobras,TERRA,0,7FP148RN,produção,SONDA CONVENCIONAL 86,Sonda Deslocada
1986-02-16,1986-02-19,Potiguar,,Petrobras,TERRA,0,7FP149RN,produção,SONDA CONVENCIONAL 86,Sonda Deslocada
1986-02-21,1986-02-26,Potiguar,,Petrobras,TERRA,0,7FP150RN,produção,SONDA CONVENCIONAL 86,Sonda Deslocada
1986-02-28,1986-03-04,Potiguar,,Petrobras,TERRA,0,7FP151RN,produção,SONDA CONVENCIONAL 86,Sonda Deslocada
1986-03-06,1986-03-09,Potiguar,,Petrobras,TERRA,0,7FP152RN,produção,SONDA CONVENCIONAL 82,Sonda Deslocada
1986-04-15,1986-04-22,Potiguar,,Petrobras,TERRA,0,7FP153RN,produção,SONDA CONVENCIONAL 86,Sonda Deslocada
1986-05-03,1986-05-07,Potiguar,,Petrobras,TERRA,0,7FP154RN,produção,SONDA CONVENCIONAL 86,Sonda Deslocada
1986-05-09,1986-05-13,Potiguar,,Petrobras,TERRA,0,7FP155RN,produção,SONDA CONVENCIONAL 86,Sonda Deslocada
1986-05-13,1986-05-21,Potiguar,,Petrobras,TERRA,0,7FP156RN,produção,SONDA CONVENCIONAL 85,Sonda Deslocada
1986-05-15,1986-05-19,Potiguar,,Petrobras,TERRA,0,7FP157RN,produção,SONDA CONVENCIONAL 86,Sonda Deslocada
1986-05-21,1986-05-25,Potiguar,,Petrobras,TERRA,0,7FP158RN,produção,SONDA CONVENCIONAL 86,Sonda Deslocada
1986-05-27,1986-05-30,Potiguar,,Petrobras,TERRA,0,7FP159RN,produção,SONDA CONVENCIONAL 86,Sonda Deslocada
1986-06-05,1986-06-09,Potiguar,,Petrobras,TERRA,0,7FP160RN,produção,SONDA CONVENCIONAL 85,Sonda Deslocada
1986-06-11,1986-06-14,Potiguar,,Petrobras,TERRA,0,7FP161RN,produção,SONDA CONVENCIONAL 85,Sonda Deslocada
1986-06-16,1986-06-19,Potiguar,,Petrobras,TERRA,0,7FP162RN,produção,SONDA CONVENCIONAL 85,Sonda Deslocada
1986-06-30,1986-07-04,Potiguar,,Petrobras,TERRA,0,7FP163RN,produção,SONDA CONVENCIONAL 86,Sonda Deslocada
1986-10-27,1986-10-29,Potiguar,,Petrobras,TERRA,0,7FP164RN,produção,SONDA CONVENCIONAL 84,Sonda Deslocada
1986-10-31,1986-11-06,Potiguar,,Petrobras,TERRA,0,7FP165RN,produção,SONDA CONVENCIONAL 84,Sonda Deslocada
1986-11-11,1986-11-15,Potiguar,,Petrobras,TERRA,0,7FP166RN,produção,SONDA CONVENCIONAL 84,Sonda Deslocada
1986-11-18,1986-11-22,Potiguar,,Petrobras,TERRA,0,7FP167RN,produção,SONDA CONVENCIONAL 84,Sonda Deslocada
1986-11-24,1986-11-26,Potiguar,,Petrobras,TERRA,0,7FP168RN,produção,SONDA CONVENCIONAL 84,Sonda Deslocada
1986-02-15,1986-02-21,Potiguar,,Petrobras,TERRA,0,7PL44RN,produção,SONDA CONVENCIONAL 85,Sonda Deslocada
1986-02-24,1986-03-02,Potiguar,,Petrobras,TERRA,0,7PL45RN,produção,SONDA CONVENCIONAL 85,Sonda Deslocada
1986-03-03,1986-03-10,Potiguar,,Petrobras,TERRA,0,7PL46RN,produção,SONDA CONVENCIONAL 85,Sonda Deslocada
1986-05-06,1986-05-10,Potiguar,,Petrobras,TERRA,0,7PL47RN,produção,SONDA CONVENCIONAL 85,Sonda Deslocada
1986-05-23,1986-06-03,Potiguar,,Petrobras,TERRA,0,7PL48RN,produção,SONDA CONVENCIONAL 85,Sonda Deslocada
1986-06-21,1986-07-03,Potiguar,,Petrobras,TERRA,0,7PL49RN,produção,SONDA CONVENCIONAL 85,Sonda Deslocada
1986-06-28,1986-07-05,Potiguar,,Petrobras,TERRA,0,3FZB400CE,exploração,SONDA CONVENCIONAL 84,Sonda Deslocada
1986-01-03,1986-01-05,Potiguar,,Petrobras,TERRA,0,7FZB405CE,produção,SONDA CONVENCIONAL 84,Sonda Deslocada
1986-01-07,1986-01-09,Potiguar,,Petrobras,TERRA,0,7FZB406CE,produção,SONDA CONVENCIONAL 84,Sonda Deslocada
1986-01-11,1986-01-13,Potiguar,,Petrobras,TERRA,0,7FZB407CE,produção,SONDA CONVENCIONAL 84,Sonda Deslocada
1986-01-15,1986-01-17,Potiguar,,Petrobras,TERRA,0,7FZB408CE,produção,SONDA CONVENCIONAL 84,Sonda Deslocada
1986-01-20,1986-01-24,Potiguar,,Petrobras,TERRA,0,7FZB409CE,produção,SONDA CONVENCIONAL 84,Sonda Deslocada
1986-01-25,1986-01-28,Potiguar,,Petrobras,TERRA,0,7FZB410CE,produção,SONDA CONVENCIONAL 84,Sonda Deslocada
1986-01-30,1986-02-02,Potiguar,,Petrobras,TERRA,0,7FZB411CE,produção,SONDA CONVENCIONAL 84,Sonda Deslocada
1986-02-03,1986-02-06,Potiguar,,Petrobras,TERRA,0,7FZB412CE,produção,SONDA CONVENCIONAL 84,Sonda Deslocada
1986-02-09,1986-02-11,Potiguar,,Petrobras,TERRA,0,7FZB413CE,produção,SONDA CONVENCIONAL 84,Sonda Deslocada
1986-02-13,1986-02-17,Potiguar,,Petrobras,TERRA,0,7FZB414CE,produção,SONDA CONVENCIONAL 84,Sonda Deslocada
1986-02-18,1986-02-21,Potiguar,,Petrobras,TERRA,0,7FZB415CE,produção,SONDA CONVENCIONAL 84,Sonda Deslocada
1986-02-23,1986-02-26,Potiguar,,Petrobras,TERRA,0,7FZB416CE,produção,SONDA CONVENCIONAL 84,Sonda Deslocada
1986-02-27,1986-03-02,Potiguar,,Petrobras,TERRA,0,7FZB417CE,produção,SONDA CONVENCIONAL 84,Sonda Deslocada
1986-03-04,1986-03-08,Potiguar,,Petrobras,TERRA,0,7FZB418CE,produção,SONDA CONVENCIONAL 84,Sonda Deslocada
1986-03-10,1986-03-13,Potiguar,,Petrobras,TERRA,0,7FZB419CE,produção,SONDA CONVENCIONAL 84,Sonda Deslocada
1986-03-15,1986-03-17,Potiguar,,Petrobras,TERRA,0,7FZB420CE,produção,SONDA CONVENCIONAL 84,Sonda Deslocada
1986-03-19,1986-03-24,Potiguar,,Petrobras,TERRA,0,7FZB421CE,produção,SONDA CONVENCIONAL 84,Sonda Deslocada
1986-08-20,1986-08-23,Potiguar,,Petrobras,TERRA,0,7FZB422ACE,produção,SONDA CONVENCIONAL 84,Sonda Deslocada
1986-03-26,1986-03-28,Potiguar,,Petrobras,TERRA,0,7FZB422CE,produção,SONDA CONVENCIONAL 84,Sonda Deslocada
1986-03-30,1986-04-05,Potiguar,,Petrobras,TERRA,0,7FZB423CE,produção,SONDA CONVENCIONAL 84,Sonda Deslocada
1986-04-10,1986-04-13,Potiguar,,Petrobras,TERRA,0,7FZB424CE,produção,SONDA CONVENCIONAL 84,Sonda Deslocada
1986-04-15,1986-04-18,Potiguar,,Petrobras,TERRA,0,7FZB425CE,produção,SONDA CONVENCIONAL 84,Sonda Deslocada
1986-04-19,1986-04-23,Potiguar,,Petrobras,TERRA,0,7FZB426CE,produção,SONDA CONVENCIONAL 84,Sonda Deslocada
1986-06-02,1986-06-19,Potiguar,,Petrobras,TERRA,0,7FZB428CE,produção,SONDA CONVENCIONAL 84,Sonda Deslocada
1986-06-23,1986-06-26,Potiguar,,Petrobras,TERRA,0,7FZB429CE,produção,SONDA CONVENCIONAL 84,Sonda Deslocada
1986-07-09,1986-07-11,Potiguar,,Petrobras,TERRA,0,7FZB430CE,produção,SONDA CONVENCIONAL 84,Sonda Deslocada
1986-07-13,1986-07-16,Potiguar,,Petrobras,TERRA,0,7FZB431CE,produção,SONDA CONVENCIONAL 84,Sonda Deslocada
1986-08-08,1986-08-10,Potiguar,,Petrobras,TERRA,0,7FZB432CE,produção,SONDA CONVENCIONAL 84,Sonda Deslocada
1986-08-13,1986-08-14,Potiguar,,Petrobras,TERRA,0,7FZB433CE,produção,SONDA CONVENCIONAL 84,Sonda Deslocada
1986-08-16,1987-03-16,Potiguar,,Petrobras,TERRA,0,7FZB434CE,produção,SONDA CONVENCIONAL 84,Sonda Deslocada
1986-08-17,1987-03-09,Potiguar,,Petrobras,TERRA,0,7FZB435CE,produção,SONDA CONVENCIONAL 84,Sonda Deslocada
1986-08-18,1987-02-27,Potiguar,,Petrobras,TERRA,0,7FZB436CE,produção,SONDA CONVENCIONAL 84,Sonda Deslocada
1986-08-25,1986-08-27,Potiguar,,Petrobras,TERRA,0,7FZB437CE,produção,SONDA CONVENCIONAL 84,Sonda Deslocada
1986-08-29,1987-03-20,Potiguar,,Petrobras,TERRA,0,7FZB438CE,produção,SONDA CONVENCIONAL 84,Sonda Deslocada
1986-04-25,1986-05-15,Potiguar,,Petrobras,TERRA,0,9FZB427CE,N.D.,SONDA CONVENCIONAL 84,Sonda Deslocada
1986-01-06,1986-01-13,Potiguar,,Petrobras,TERRA,0,7GMR47RN,produção,SONDA CONVENCIONAL 85,Sonda Deslocada
1986-01-17,1986-01-22,Potiguar,,Petrobras,TERRA,0,7GMR48RN,produção,SONDA CONVENCIONAL 85,Sonda Deslocada
1986-03-11,1986-03-16,Potiguar,,Petrobras,TERRA,0,7GMR49RN,produção,SONDA CONVENCIONAL 85,Sonda Deslocada
1986-04-16,1986-04-24,Potiguar,,Petrobras,TERRA,0,7GMR50ARN,produção,SONDA CONVENCIONAL 85,Sonda Deslocada
1986-03-18,1986-03-21,Potiguar,,Petrobras,TERRA,0,7GMR50RN,produção,SONDA CONVENCIONAL 85,Sonda Deslocada
1986-03-23,1986-03-27,Potiguar,,Petrobras,TERRA,0,7GMR51RN,produção,SONDA CONVENCIONAL 85,Sonda Deslocada
1986-03-30,1986-04-07,Potiguar,,Petrobras,TERRA,0,7GMR52RN,produção,SONDA CONVENCIONAL 85,Sonda Deslocada
1986-04-09,1986-04-15,Potiguar,,Petrobras,TERRA,0,7GMR53RN,produção,SONDA CONVENCIONAL 85,Sonda Deslocada
1986-04-24,1986-04-30,Potiguar,,Petrobras,TERRA,0,7GMR54RN,produção,SONDA CONVENCIONAL 86,Sonda Deslocada
1986-04-26,1986-05-04,Potiguar,,Petrobras,TERRA,0,7GMR55RN,produção,SONDA CONVENCIONAL 85,Sonda Deslocada
1986-06-20,1986-06-28,Potiguar,,Petrobras,TERRA,0,7GMR56ARN,produção,SONDA CONVENCIONAL 86,Sonda Deslocada
1986-06-02,1986-06-10,Potiguar,,Petrobras,TERRA,0,7GMR56RN,produção,SONDA CONVENCIONAL 86,Sonda Deslocada
1986-06-12,1986-06-18,Potiguar,,Petrobras,TERRA,0,7GMR57RN,produção,ND,N.D.
1986-07-23,1986-08-11,Potiguar,,Potiguar E&P S.A.,TERRA,0,3JD3RN,exploração,SONDA CONVENCIONAL 82,Sonda Deslocada
1986-08-20,1986-09-01,Potiguar,,Potiguar E&P S.A.,TERRA,0,3JD4RN,exploração,SONDA CONVENCIONAL 82,Sonda Deslocada
1986-12-19,1986-12-29,Potiguar,,Potiguar E&P S.A.,TERRA,0,3JD6RN,exploração,SONDA CONVENCIONAL 94,Sonda Deslocada
1986-11-27,1986-12-12,Potiguar,,Potiguar E&P S.A.,TERRA,0,3JD7RN,exploração,SONDA CONVENCIONAL 44,Sonda Deslocada
1986-12-19,1987-01-02,Potiguar,,Potiguar E&P S.A.,TERRA,0,3JD8RN,exploração,SONDA CONVENCIONAL 44,Sonda Deslocada
1986-09-07,1986-09-15,Potiguar,,Potiguar E&P S.A.,TERRA,0,7JD5RN,produção,SONDA CONVENCIONAL 82,Sonda Deslocada
1986-09-19,1986-10-16,Potiguar,,Potiguar E&P S.A.,TERRA,0,1JZ1RN,exploração,ND,N.D.
1986-05-27,1986-06-05,Potiguar,,Potiguar E&P S.A.,TERRA,0,7LOR10RN,produção,SONDA CONVENCIONAL 44,Sonda Deslocada
1986-06-09,1986-06-20,Potiguar,,Potiguar E&P S.A.,TERRA,0,7LOR11RN,produção,SONDA CONVENCIONAL 44,Sonda Deslocada
1986-06-27,1986-07-05,Potiguar,,Potiguar E&P S.A.,TERRA,0,7LOR12RN,produção,SONDA CONVENCIONAL 44,Sonda Deslocada
1986-07-11,1986-07-21,Potiguar,,Potiguar E&P S.A.,TERRA,0,7LOR13RN,produção,SONDA CONVENCIONAL 44,Sonda Deslocada
1986-07-18,1986-07-26,Potiguar,,Potiguar E&P S.A.,TERRA,0,7LOR14RN,produção,SONDA CONVENCIONAL 86,Sonda Deslocada
